ID,NAME,INCHI,SOURCE,SOURCE_TYPE,ADDITIONAL,SMILES,INCHIKEY,LOCAL_POS,LOCAL_NEG,FORMULA,FIXEDMASS,NETCHARGE,DTXSID,DTXCID,CASRN,PUBCHEMID,INSPECTEDBY
184,"5,6,6,7,7,8,8,8-Octafluoro-2-methylocta-2,4-diene","InChI=1S/C9H8F8/c1-5(2)3-4-6(10)7(11,12)8(13,14)9(15,16)17/h3-4H,1-2H3",https://comptox.epa.gov/dashboard,C,NA,CC(=CC=C(C(C(C(F)(F)F)(F)F)(F)F)F)C,ZSBHSCZBWXUBAW-UHFFFAOYSA-N,0,0,C9H8F8,268.049826,0,DTXSID00848040,DTXCID30798781,90292-28-7,NA,NA
185,"5,5,6,6,7,7,8,8,8-Nonafluoro-2-methyloct-2-ene","InChI=1S/C9H9F9/c1-5(2)3-4-6(10,11)7(12,13)8(14,15)9(16,17)18/h3H,4H2,1-2H3",https://comptox.epa.gov/dashboard,C,NA,CC(=CCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C,GBTVYCBTXQALCR-UHFFFAOYSA-N,0,0,C9H9F9,288.0560543,0,DTXSID00760218,DTXCID10710961,97294-02-5,NA,NA
186,2-Methylprop-1-en-1-yl nonafluorobutane-1-sulfonate,"InChI=1S/C8H7F9O3S/c1-4(2)3-20-21(18,19)8(16,17)6(11,12)5(9,10)7(13,14)15/h3H,1-2H3",https://comptox.epa.gov/dashboard,C,NA,CC(=COS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C,YXLCUSYNDAFUJJ-UHFFFAOYSA-N,0,0,C8H7F9O3S,353.9972191,0,DTXSID20895930,DTXCID001325425,84224-48-6,NA,NA
187,"1,1,1,2-Tetrafluoro-4-methyl-2-(trifluoromethyl)pentan-3-one","InChI=1S/C7H7F7O/c1-3(2)4(15)5(8,6(9,10)11)7(12,13)14/h3H,1-2H3",https://comptox.epa.gov/dashboard,C,NA,CC(C)C(=O)C(C(F)(F)F)(C(F)(F)F)F,ANKPHPVKEKGBFK-UHFFFAOYSA-N,0,0,C7H7F7O,240.0385124,0,DTXSID00508475,DTXCID10459282,62656-72-8,NA,NA
188,"6,6,7,7,8,8,8-Heptafluoro-2-methylocta-3,5-dione","InChI=1S/C9H9F7O2/c1-4(2)5(17)3-6(18)7(10,11)8(12,13)9(14,15)16/h4H,3H2,1-2H3",https://comptox.epa.gov/dashboard,C,NA,CC(C)C(=O)CC(=O)C(C(C(F)(F)F)(F)F)(F)F,SRYIDYXKUUXFNI-UHFFFAOYSA-N,0,0,C9H9F7O2,282.0490771,0,DTXSID60193068,DTXCID70115559,40002-62-8,NA,NA
189,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl 2-methylpropanoate","InChI=1S/C12H11F13O2/c1-5(2)6(26)27-4-3-7(13,14)8(15,16)9(17,18)10(19,20)11(21,22)12(23,24)25/h5H,3-4H2,1-2H3",https://comptox.epa.gov/dashboard,C,NA,CC(C)C(=O)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,VEAHUEAEPJJBDN-UHFFFAOYSA-N,0,0,C12H11F13O2,434.0551465,0,DTXSID00379980,DTXCID80331006,242812-05-1,NA,NA
190,"N-[(2S)-2-Amino-3-methylbutyl]-1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonamide","InChI=1S/C9H13F9N2O2S/c1-4(2)5(19)3-20-23(21,22)9(17,18)7(12,13)6(10,11)8(14,15)16/h4-5,20H,3,19H2,1-2H3",https://comptox.epa.gov/dashboard,C,NA,CC(C)C(CNS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)N,LCROMADRNFAIKT-UHFFFAOYSA-N,0,0,C9H13F9N2O2S,384.0554026,0,NA,NA,NA,NA,NA
191,"3,3,4,4,5,5,6,6,6-Nonafluorohexyl 2,2-difluoro-3-hydroxy-4-methylpentanoate","InChI=1S/C12H13F11O3/c1-5(2)6(24)9(15,16)7(25)26-4-3-8(13,14)10(17,18)11(19,20)12(21,22)23/h5-6,24H,3-4H2,1-2H3",https://comptox.epa.gov/dashboard,C,NA,CC(C)C(C(C(=O)OCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,BFMMVADDYVCWBU-UHFFFAOYSA-N,0,0,C12H13F11O3,414.0689047,0,DTXSID70895940,DTXCID601325435,1370345-78-0,NA,NA
192,"(4S,5R)-4-(Propan-2-yl)-5-(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)-1,3-oxazolidin-2-one","InChI=1S/C14H14F13NO2/c1-5(2)7-6(30-8(29)28-7)3-4-9(15,16)10(17,18)11(19,20)12(21,22)13(23,24)14(25,26)27/h5-7H,3-4H2,1-2H3,(H,28,29)",https://comptox.epa.gov/dashboard,C,NA,CC(C)C1C(CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)OC(=N1)O,KIONFYCZIQVYKJ-UHFFFAOYSA-N,0,0,C14H14F13NO2,475.0816955,0,NA,NA,NA,NA,NA
193,"1-(1,3-Dimethylbutoxy)-2-(perfluorohexyl)ethane","InChI=1S/C14H17F13O/c1-7(2)6-8(3)28-5-4-9(15,16)10(17,18)11(19,20)12(21,22)13(23,24)14(25,26)27/h7-8H,4-6H2,1-3H3",https://comptox.epa.gov/dashboard,C,NA,CC(C)CC(C)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,REMSMUILZZYKPD-UHFFFAOYSA-N,0,0,C14H17F13O,448.107182,0,DTXSID30893366,DTXCID001323348,210896-25-6,NA,NA
194,"(3ÃŽÂ²,5ÃŽÂ±)-Cholestan-3-ol 2,3,3,4,4,5,5,6,6,7,7,8,8,8-tetradecafluorooctanoate","InChI=1S/C35H48F14O2/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(13-15-28(20,4)25(22)14-16-29(23,24)5)51-27(50)26(36)30(37,38)31(39,40)32(41,42)33(43,44)34(45,46)35(47,48)49/h18-26H,6-17H2,1-5H3",https://comptox.epa.gov/dashboard,C,NA,CC(C)CCCC(C)C1CCC2C3CCC4CC(CCC4(C)C3CCC12C)OC(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F,QYBUWJRMHQVYLH-UHFFFAOYSA-N,0,0,C35H48F14O2,766.3430759,0,NA,NA,NA,NA,NA
195,3-Methylbutyl heptadecafluorononanoate,"InChI=1S/C14H11F17O2/c1-5(2)3-4-33-6(32)7(15,16)8(17,18)9(19,20)10(21,22)11(23,24)12(25,26)13(27,28)14(29,30)31/h5H,3-4H2,1-2H3",https://comptox.epa.gov/dashboard,C,NA,CC(C)CCOC(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,AFQCXIHNDWCQHP-UHFFFAOYSA-N,0,0,C14H11F17O2,534.0487593,0,DTXSID40895937,DTXCID501325432,117374-32-0,NA,NA
196,"3-Methylbutyl 2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)propanoate","InChI=1S/C11H11F11O3/c1-5(2)3-4-24-6(23)7(12,9(15,16)17)25-11(21,22)8(13,14)10(18,19)20/h5H,3-4H2,1-2H3",https://comptox.epa.gov/dashboard,C,NA,CC(C)CCOC(=O)C(C(F)(F)F)(F)OC(C(C(F)(F)F)(F)F)(F)F,AXCQVYBSRFQQRB-UHFFFAOYSA-N,0,0,C11H11F11O3,400.0532546,0,DTXSID90896510,DTXCID101326002,183873-56-5,NA,NA
197,"Diisopentyl 2-[(2,2,3,3,4,4,4-heptafluorobutanoyl)amino]succinate","InChI=1S/C18H26F7NO5/c1-10(2)5-7-30-13(27)9-12(14(28)31-8-6-11(3)4)26-15(29)16(19,20)17(21,22)18(23,24)25/h10-12H,5-9H2,1-4H3,(H,26,29)",https://comptox.epa.gov/dashboard,C,NA,CC(C)CCOC(=O)CC(C(=O)OCCC(C)C)N=C(C(C(C(F)(F)F)(F)F)(F)F)O,VIFUJIXWSIVXKN-UHFFFAOYSA-N,0,0,C18H26F7NO5,469.1699205,0,DTXSID00338835,DTXCID40289918,75743-06-5,NA,NA
198,"2,2,3,3,4,4,4-Heptafluoro-N,N-bis(2-methylpropyl)butanamide","InChI=1S/C12H18F7NO/c1-7(2)5-20(6-8(3)4)9(21)10(13,14)11(15,16)12(17,18)19/h7-8H,5-6H2,1-4H3",https://comptox.epa.gov/dashboard,C,NA,CC(C)CN(CC(C)C)C(=O)C(C(C(F)(F)F)(F)F)(F)F,NDFMNNOBKSRVCH-UHFFFAOYSA-N,0,0,C12H18F7NO,325.1276617,0,DTXSID00895751,DTXCID701325264,336-30-1,NA,NA
199,"2,2,3,3,4,4,4-Heptafluoro-N-(2-methylpropyl)butanamide","InChI=1S/C8H10F7NO/c1-4(2)3-16-5(17)6(9,10)7(11,12)8(13,14)15/h4H,3H2,1-2H3,(H,16,17)",https://comptox.epa.gov/dashboard,C,NA,CC(C)CN=C(C(C(C(F)(F)F)(F)F)(F)F)O,HWSOCRJXRIBNPB-UHFFFAOYSA-N,0,0,C8H10F7NO,269.0650615,0,DTXSID30895744,DTXCID201325257,75668-25-6,NA,NA
200,"Tris(2-methylpropyl) 3-(2,2,3,3,4,4,4-heptafluorobutanamido)propane-1,1,3-tricarboxylate","InChI=1S/C22H32F7NO7/c1-11(2)8-35-16(31)14(17(32)36-9-12(3)4)7-15(18(33)37-10-13(5)6)30-19(34)20(23,24)21(25,26)22(27,28)29/h11-15H,7-10H2,1-6H3,(H,30,34)",https://comptox.epa.gov/dashboard,C,NA,CC(C)COC(=O)C(CC(C(=O)OCC(C)C)N=C(C(C(C(F)(F)F)(F)F)(F)F)O)C(=O)OCC(C)C,FWAHHXBYEZUSRR-UHFFFAOYSA-N,0,0,C22H32F7NO7,555.2066999,0,DTXSID50896238,DTXCID301325731,95654-14-1,NA,NA
